k,t,Qnum,Qlevel,Qlength,approach,time,size
20,3,44,5,2,jenny,0.154,154.2
20,3,53,6,2,jenny,0.152,156.2
20,3,62,7,2,jenny,0.152,163.2
20,3,71,8,2,jenny,0.15,167.6
20,3,80,9,2,jenny,0.152,175
80,3,0,0,2,jenny,74.0700012,249.4
80,3,17,1,2,jenny,43.6379992,250.6
80,3,35,2,2,jenny,27.4880002,251.2
80,3,53,3,2,jenny,23.7699996,253.2
80,3,71,4,2,jenny,21.4859994,254
80,3,89,5,2,jenny,20.6019996,256
80,3,107,6,2,jenny,19.4979998,257.2
80,3,125,7,2,jenny,18.7739996,263
80,3,143,8,2,jenny,18.2839998,265
80,3,160,9,2,jenny,18.346,269.4
140,3,0,0,2,jenny,*,*
140,3,23,1,2,jenny,4949.562036,300.4
140,3,47,2,2,jenny,2592.848047,302
140,3,70,3,2,jenny,968.9420106,301.4
140,3,94,4,2,jenny,357.995996,301.6
140,3,118,5,2,jenny,238.95,303.8
140,3,141,6,2,jenny,196.2779968,304.8
140,3,165,7,2,jenny,193.0579986,305.6
140,3,189,8,2,jenny,166.1600008,308.4
140,3,212,9,2,jenny,160.75,310.4
200,3,0,0,2,jenny,*,*
200,3,28,1,2,jenny,*,*
200,3,56,2,2,jenny,*,*
200,3,84,3,2,jenny,43178.57188,330.8
200,3,113,4,2,jenny,15885.46841,331.2
200,3,141,5,2,jenny,6683.157983,333
200,3,169,6,2,jenny,1914.949951,333.6
200,3,197,7,2,jenny,1641.12998,334
200,3,226,8,2,jenny,1227.030005,334.2
200,3,254,9,2,jenny,803.8880004,336.4
20,2,0,0,3,jenny,0,31
20,2,8,1,3,jenny,0,31.4
20,2,17,2,3,jenny,0,31.6
20,2,26,3,3,jenny,0,32.4
20,2,35,4,3,jenny,0,31.6
20,2,44,5,3,jenny,0,31.2
20,2,53,6,3,jenny,0,31
20,2,62,7,3,jenny,0.002,30.8
20,2,71,8,3,jenny,0.002,30.4
20,2,80,9,3,jenny,0.006,31.4
80,2,0,0,3,jenny,0.066,46.2
80,2,17,1,3,jenny,0.074,46
80,2,35,2,3,jenny,0.084,46.4
80,2,53,3,3,jenny,0.094,45.4
80,2,71,4,3,jenny,0.104,45.4
80,2,89,5,3,jenny,0.112,45.2
80,2,107,6,3,jenny,0.12,45.2
80,2,125,7,3,jenny,0.126,45
80,2,143,8,3,jenny,0.136,44.2
80,2,160,9,3,jenny,0.14,44.6
140,2,0,0,3,jenny,0.234,52
140,2,23,1,3,jenny,0.268,51.4
140,2,47,2,3,jenny,0.306,51.4
140,2,70,3,3,jenny,0.332,52.6
140,2,94,4,3,jenny,0.362,51.8
140,2,118,5,3,jenny,0.388,52.2
140,2,141,6,3,jenny,0.416,51.6
140,2,165,7,3,jenny,0.44,52.4
140,2,189,8,3,jenny,0.466,51.2
140,2,212,9,3,jenny,0.494,51.2
200,2,0,0,3,jenny,0.484,55.6
200,2,28,1,3,jenny,0.54,55.6
200,2,56,2,3,jenny,0.606,54.6
200,2,84,3,3,jenny,0.672,54.2
200,2,113,4,3,jenny,0.742,54.6
200,2,141,5,3,jenny,0.786,55.6
200,2,169,6,3,jenny,0.848,55
200,2,197,7,3,jenny,0.906,55
200,2,226,8,3,jenny,0.998,54.8
200,2,254,9,3,jenny,1.05,54.2
20,3,0,0,3,jenny,0.186,143.2
20,3,8,1,3,jenny,0.184,143.4
20,3,17,2,3,jenny,0.192,143.4
20,3,26,3,3,jenny,0.196,143
20,3,35,4,3,jenny,0.188,143.4
20,3,44,5,3,jenny,0.188,143.8
20,3,53,6,3,jenny,0.198,144.6
20,3,62,7,3,jenny,0.198,145.4
20,3,71,8,3,jenny,0.202,146.6
20,3,80,9,3,jenny,0.206,147.2
80,3,0,0,3,jenny,74.2919992,249.4
80,3,17,1,3,jenny,65.1339988,250.2
80,3,35,2,3,jenny,42.5880002,250.4
80,3,53,3,3,jenny,34.712,250.4
80,3,71,4,3,jenny,33.918,251
80,3,89,5,3,jenny,32.3180002,250.6
80,3,107,6,3,jenny,28.862,251.4
80,3,125,7,3,jenny,27.166,251.6
80,3,143,8,3,jenny,26.6199998,251.8
80,3,160,9,3,jenny,25.206,252.2
140,3,0,0,3,jenny,*,*
140,3,23,1,3,jenny,66717.24609,299.6
140,3,47,2,3,jenny,18987.70391,299.8
140,3,70,3,3,jenny,8858.897803,299.8
140,3,94,4,3,jenny,2081.159997,300.6
140,3,118,5,3,jenny,2338.591992,300.2
140,3,141,6,3,jenny,834.3499876,300
140,3,165,7,3,jenny,1005.221985,301
140,3,189,8,3,jenny,479.0879944,301
140,3,212,9,3,jenny,466.4160154,301.6
200,3,0,0,3,jenny,*,*
200,3,28,1,3,jenny,*,*
200,3,56,2,3,jenny,*,*
200,3,84,3,3,jenny,*,*
200,3,113,4,3,jenny,*,*
200,3,141,5,3,jenny,47697.67969,324
200,3,169,6,3,jenny,*,*
200,3,197,7,3,jenny,33600.22168,329.8
200,3,226,8,3,jenny,55341.0166,330.4
200,3,254,9,3,jenny,15036.73369,330.8
20,2,0,0,4,jenny,0,31
20,2,8,1,4,jenny,0,31.2
20,2,17,2,4,jenny,0,31
20,2,26,3,4,jenny,0,31.2
20,2,35,4,4,jenny,0,32.4
20,2,44,5,4,jenny,0,31.2
20,2,53,6,4,jenny,0,31.2
20,2,62,7,4,jenny,0.004,31.8
20,2,71,8,4,jenny,0.006,31.4
20,2,80,9,4,jenny,0.004,31.2
80,2,0,0,4,jenny,0.064,46.2
80,2,17,1,4,jenny,0.076,46.6
80,2,35,2,4,jenny,0.086,46.8
80,2,53,3,4,jenny,0.094,46
80,2,71,4,4,jenny,0.104,46
80,2,89,5,4,jenny,0.114,46
80,2,107,6,4,jenny,0.116,45.4
80,2,125,7,4,jenny,0.134,45.2
80,2,143,8,4,jenny,0.138,46
80,2,160,9,4,jenny,0.146,46.2
140,2,0,0,4,jenny,0.234,52
140,2,23,1,4,jenny,0.266,52.2
140,2,47,2,4,jenny,0.302,51.2
140,2,70,3,4,jenny,0.322,51.6
140,2,94,4,4,jenny,0.352,52
140,2,118,5,4,jenny,0.386,52.4
140,2,141,6,4,jenny,0.406,51.4
140,2,165,7,4,jenny,0.442,52
140,2,189,8,4,jenny,0.464,51.4
140,2,212,9,4,jenny,0.492,51.4
200,2,0,0,4,jenny,0.482,55.6
200,2,28,1,4,jenny,0.54,55.4
200,2,56,2,4,jenny,0.596,55
200,2,84,3,4,jenny,0.656,55.4
200,2,113,4,4,jenny,0.71,55
200,2,141,5,4,jenny,0.768,56
200,2,169,6,4,jenny,0.83,54.6
200,2,197,7,4,jenny,0.874,56.2
200,2,226,8,4,jenny,0.96,54.6
200,2,254,9,4,jenny,1.016,55.6
20,3,0,0,4,jenny,0.186,143.2
20,3,8,1,4,jenny,0.194,142.4
20,3,17,2,4,jenny,0.198,143.8
20,3,26,3,4,jenny,0.204,142.6
20,3,35,4,4,jenny,0.204,142.4
20,3,44,5,4,jenny,0.214,144.2
20,3,53,6,4,jenny,0.218,144.2
20,3,62,7,4,jenny,0.226,144.4
20,3,71,8,4,jenny,0.226,142.4
20,3,80,9,4,jenny,0.238,143.4
80,3,0,0,4,jenny,74.2240012,249.4
80,3,17,1,4,jenny,103.3519996,250.2
80,3,35,2,4,jenny,59.8539998,250
80,3,53,3,4,jenny,109.4359994,249.4
80,3,71,4,4,jenny,58.8639992,249.6
80,3,89,5,4,jenny,50.2779998,249.8
80,3,107,6,4,jenny,40.8600006,250
80,3,125,7,4,jenny,48.8239988,250.4
80,3,143,8,4,jenny,42.4580006,250.4
80,3,160,9,4,jenny,38.9379996,250.6
140,3,0,0,4,jenny,*,*
140,3,23,1,4,jenny,*,*
140,3,47,2,4,jenny,*,*
140,3,70,3,4,jenny,19842.77222,299.4
140,3,94,4,4,jenny,25134.54629,301
140,3,118,5,4,jenny,34627.27539,299.8
140,3,141,6,4,jenny,5712.971924,300.4
140,3,165,7,4,jenny,12231.08188,300.2
140,3,189,8,4,jenny,6188.614062,300.6
140,3,212,9,4,jenny,6060.763928,300.8
200,3,0,0,4,jenny,*,*
200,3,28,1,4,jenny,*,*
200,3,56,2,4,jenny,*,*
200,3,84,3,4,jenny,*,*
200,3,113,4,4,jenny,*,*
200,3,141,5,4,jenny,*,*
200,3,169,6,4,jenny,*,*
200,3,197,7,4,jenny,*,*
200,3,226,8,4,jenny,*,*
200,3,254,9,4,jenny,*,*
20,2,0,0,5,jenny,0,31
20,2,8,1,5,jenny,0,30.8
20,2,17,2,5,jenny,0,31.8
20,2,26,3,5,jenny,0,31
20,2,35,4,5,jenny,0,32.6
20,2,44,5,5,jenny,0,31
20,2,53,6,5,jenny,0.002,31.6
20,2,62,7,5,jenny,0.004,31.4
20,2,71,8,5,jenny,0.006,31.2
20,2,80,9,5,jenny,0.01,31.6
80,2,0,0,5,jenny,0.066,46.2
80,2,17,1,5,jenny,0.072,45.8
80,2,35,2,5,jenny,0.084,46
80,2,53,3,5,jenny,0.094,46
80,2,71,4,5,jenny,0.104,46.2
80,2,89,5,5,jenny,0.11,47.4
80,2,107,6,5,jenny,0.12,46
80,2,125,7,5,jenny,0.128,45.6
80,2,143,8,5,jenny,0.138,45.2
80,2,160,9,5,jenny,0.146,45.8
140,2,0,0,5,jenny,0.232,52
140,2,23,1,5,jenny,0.264,51.6
140,2,47,2,5,jenny,0.298,52.2
140,2,70,3,5,jenny,0.32,51.8
140,2,94,4,5,jenny,0.35,52.4
140,2,118,5,5,jenny,0.374,51.4
140,2,141,6,5,jenny,0.404,51.2
140,2,165,7,5,jenny,0.428,51.6
140,2,189,8,5,jenny,0.462,52
140,2,212,9,5,jenny,0.484,51.6
200,2,0,0,5,jenny,1.14,55.6
200,2,28,1,5,jenny,1.26,55.2
200,2,56,2,5,jenny,1.4,54.4
200,2,84,3,5,jenny,1.55,55.2
200,2,113,4,5,jenny,1.66,55.4
200,2,141,5,5,jenny,1.77,54.8
200,2,169,6,5,jenny,1.9,55.6
200,2,197,7,5,jenny,2.05,55.6
200,2,226,8,5,jenny,2.22,55.6
200,2,254,9,5,jenny,2.37,55.8
20,3,0,0,5,jenny,0.186,143.2
20,3,8,1,5,jenny,0.192,143.4
20,3,17,2,5,jenny,0.198,142
20,3,26,3,5,jenny,0.2,143.4
20,3,35,4,5,jenny,0.214,144.2
20,3,44,5,5,jenny,0.218,141.4
20,3,53,6,5,jenny,0.224,143.8
20,3,62,7,5,jenny,0.232,142.2
20,3,71,8,5,jenny,0.24,142.4
20,3,80,9,5,jenny,0.242,142.8
80,3,0,0,5,jenny,74.2280006,249.4
80,3,17,1,5,jenny,99.4459998,250
80,3,35,2,5,jenny,93.177999,249.6
80,3,53,3,5,jenny,64.1719992,250
80,3,71,4,5,jenny,79.6960014,251
80,3,89,5,5,jenny,83.820001,249.4
80,3,107,6,5,jenny,72.763999,249.8
80,3,125,7,5,jenny,80.6239996,250.6
80,3,143,8,5,jenny,62.2779998,249
80,3,160,9,5,jenny,54.0400002,249.6
140,3,0,0,5,jenny,*,*
140,3,23,1,5,jenny,*,*
140,3,47,2,5,jenny,*,*
140,3,70,3,5,jenny,*,*
140,3,94,4,5,jenny,*,*
140,3,118,5,5,jenny,*,*
140,3,141,6,5,jenny,15732.98623,300.2
140,3,165,7,5,jenny,26913.83037,299.6
140,3,189,8,5,jenny,22682.97266,300.2
140,3,212,9,5,jenny,52333.81108,300.4
200,3,0,0,5,jenny,*,*
200,3,28,1,5,jenny,*,*
200,3,56,2,5,jenny,*,*
200,3,84,3,5,jenny,*,*
200,3,113,4,5,jenny,*,*
200,3,141,5,5,jenny,*,*
200,3,169,6,5,jenny,*,*
200,3,197,7,5,jenny,*,*
200,3,226,8,5,jenny,*,*
200,3,254,9,5,jenny,*,*
20,2,0,0,2,hybrid,1.0441722,25.4
20,2,8,1,2,hybrid,1.395152,25
20,2,17,2,2,hybrid,1.265536,25.6
20,2,26,3,2,hybrid,1.5125416,25.6
20,2,35,4,2,hybrid,1.4194318,26
20,2,44,5,2,hybrid,1.198747,25.6
20,2,53,6,2,hybrid,1.541012,26.4
20,2,62,7,2,hybrid,1.66734,27
20,2,71,8,2,hybrid,1.984506,27.6
20,2,80,9,2,hybrid,1.854686,29
80,2,0,0,2,hybrid,4.412456,38
80,2,17,1,2,hybrid,5.190836,37.8
80,2,35,2,2,hybrid,4.479558,37.8
80,2,53,3,2,hybrid,5.755694,37.8
80,2,71,4,2,hybrid,5.671064,37.6
80,2,89,5,2,hybrid,4.903822,38.6
80,2,107,6,2,hybrid,5.536742,38.2
80,2,125,7,2,hybrid,5.066916,38.8
80,2,143,8,2,hybrid,5.13081,38.8
80,2,160,9,2,hybrid,3.87884,39.6
140,2,0,0,2,hybrid,8.101242,42.6
140,2,23,1,2,hybrid,8.002406,43.4
140,2,47,2,2,hybrid,9.38564,43
140,2,70,3,2,hybrid,7.900508,43.4
140,2,94,4,2,hybrid,6.412946,43.8
140,2,118,5,2,hybrid,11.020302,42.8
140,2,141,6,2,hybrid,8.45778,44.2
140,2,165,7,2,hybrid,5.854474,44.4
140,2,189,8,2,hybrid,11.22662,43.8
140,2,212,9,2,hybrid,9.230122,44.2
200,2,0,0,2,hybrid,7.39071,46.4
200,2,28,1,2,hybrid,5.726022,46.8
200,2,56,2,2,hybrid,9.013438,46.6
200,2,84,3,2,hybrid,7.426816,47
200,2,113,4,2,hybrid,4.808506,47.4
200,2,141,5,2,hybrid,7.353708,47
200,2,169,6,2,hybrid,5.61227,47.4
200,2,197,7,2,hybrid,9.30888,47.2
200,2,226,8,2,hybrid,8.212148,47
200,2,254,9,2,hybrid,6.323794,47.4
20,3,0,0,2,hybrid,18.473548,126.2
20,3,8,1,2,hybrid,19.721146,126
20,3,17,2,2,hybrid,20.743644,126.6
20,3,26,3,2,hybrid,15.71329,127.6
20,3,35,4,2,hybrid,28.617406,129
20,3,44,5,2,hybrid,29.94086,131
20,3,53,6,2,hybrid,23.519202,131.8
20,3,62,7,2,hybrid,27.07458,136.4
20,3,71,8,2,hybrid,32.69216,138.2
20,3,80,9,2,hybrid,38.31434,144.2
80,3,0,0,2,hybrid,257.8124,244.2
80,3,17,1,2,hybrid,267.0742,244.6
80,3,35,2,2,hybrid,273.6272,244.8
80,3,53,3,2,hybrid,278.0472,245.8
80,3,71,4,2,hybrid,282.6456,245.8
80,3,89,5,2,hybrid,300.968,246.8
80,3,107,6,2,hybrid,321.1594,246.8
80,3,125,7,2,hybrid,295.1352,248.2
80,3,143,8,2,hybrid,299.7804,249.8
80,3,160,9,2,hybrid,331.8776,251.8
140,3,0,0,2,hybrid,970.473,298
140,3,23,1,2,hybrid,987.7588,298.2
140,3,47,2,2,hybrid,995.0112,297.8
140,3,70,3,2,hybrid,1007.9718,298.6
140,3,94,4,2,hybrid,1010.5462,298.6
140,3,118,5,2,hybrid,1023.24,298.6
140,3,141,6,2,hybrid,1029.528,298.6
140,3,165,7,2,hybrid,1093.032,299.6
140,3,189,8,2,hybrid,1059.36,300
140,3,212,9,2,hybrid,1067.654,300.8
200,3,0,0,2,hybrid,2460.406,329
200,3,28,1,2,hybrid,2488.882,328.8
200,3,56,2,2,hybrid,2504.352,329.2
200,3,84,3,2,hybrid,2639.702,329
200,3,113,4,2,hybrid,2658.644,329
200,3,141,5,2,hybrid,2672.482,329.2
200,3,169,6,2,hybrid,2816.174,329.6
200,3,197,7,2,hybrid,2833.102,330
200,3,226,8,2,hybrid,2717.79,330
200,3,254,9,2,hybrid,3000.506,331.4
20,2,0,0,3,hybrid,1.085309,25
20,2,8,1,3,hybrid,1.178813,25.4
20,2,17,2,3,hybrid,1.620562,24.8
20,2,26,3,3,hybrid,1.2887198,25.4
20,2,35,4,3,hybrid,1.2793624,25.4
20,2,44,5,3,hybrid,2.03264,25.6
20,2,53,6,3,hybrid,1.790236,24.6
20,2,62,7,3,hybrid,1.543634,25.4
20,2,71,8,3,hybrid,1.718076,25.2
20,2,80,9,3,hybrid,1.381946,25.2
80,2,0,0,3,hybrid,3.610334,38.2
80,2,17,1,3,hybrid,4.495866,37.8
80,2,35,2,3,hybrid,4.54879,38
80,2,53,3,3,hybrid,4.651792,38
80,2,71,4,3,hybrid,5.265608,38.2
80,2,89,5,3,hybrid,4.830572,37.6
80,2,107,6,3,hybrid,6.302212,37.2
80,2,125,7,3,hybrid,5.053652,38
80,2,143,8,3,hybrid,6.445104,37.8
80,2,160,9,3,hybrid,6.686258,37.6
140,2,0,0,3,hybrid,7.56397,42.8
140,2,23,1,3,hybrid,7.271102,43.2
140,2,47,2,3,hybrid,8.109674,42.6
140,2,70,3,3,hybrid,8.552656,42.8
140,2,94,4,3,hybrid,8.435174,43.6
140,2,118,5,3,hybrid,7.24739,43.8
140,2,141,6,3,hybrid,9.520352,42.6
140,2,165,7,3,hybrid,10.32839,42.8
140,2,189,8,3,hybrid,10.082174,42.6
140,2,212,9,3,hybrid,8.072582,43.2
200,2,0,0,3,hybrid,7.732288,46.4
200,2,28,1,3,hybrid,8.912688,46.4
200,2,56,2,3,hybrid,6.688708,47
200,2,84,3,3,hybrid,15.90306,45.2
200,2,113,4,3,hybrid,6.933606,46.8
200,2,141,5,3,hybrid,6.841148,46.8
200,2,169,6,3,hybrid,7.436022,47
200,2,197,7,3,hybrid,13.093098,46
200,2,226,8,3,hybrid,6.879162,46.8
200,2,254,9,3,hybrid,8.634938,47
20,3,0,0,3,hybrid,18.081918,126.2
20,3,8,1,3,hybrid,24.51252,126
20,3,17,2,3,hybrid,23.56024,126.8
20,3,26,3,3,hybrid,21.819028,126.6
20,3,35,4,3,hybrid,30.55956,127
20,3,44,5,3,hybrid,28.84984,126.8
20,3,53,6,3,hybrid,24.42586,128
20,3,62,7,3,hybrid,27.98812,127.4
20,3,71,8,3,hybrid,26.26696,128.4
20,3,80,9,3,hybrid,14.205936,130.2
80,3,0,0,3,hybrid,259.582,244.8
80,3,17,1,3,hybrid,267.3908,243.6
80,3,35,2,3,hybrid,270.7032,243.8
80,3,53,3,3,hybrid,275.0108,244.6
80,3,71,4,3,hybrid,276.7366,245.2
80,3,89,5,3,hybrid,280.1234,245.2
80,3,107,6,3,hybrid,296.9988,245.2
80,3,125,7,3,hybrid,285.4994,245.4
80,3,143,8,3,hybrid,287.2824,245
80,3,160,9,3,hybrid,289.3706,244.6
140,3,0,0,3,hybrid,977.4038,298.4
140,3,23,1,3,hybrid,993.7946,298.6
140,3,47,2,3,hybrid,1000.6348,298
140,3,70,3,3,hybrid,1003.0554,298.4
140,3,94,4,3,hybrid,1009.8618,298.6
140,3,118,5,3,hybrid,1015.3432,298.8
140,3,141,6,3,hybrid,1017.7182,297.8
140,3,165,7,3,hybrid,1024.388,297.8
140,3,189,8,3,hybrid,1029.454,298.4
140,3,212,9,3,hybrid,1035.45,298.4
200,3,0,0,3,hybrid,2599.892,328.6
200,3,28,1,3,hybrid,2504.306,328.8
200,3,56,2,3,hybrid,2754.46,329.2
200,3,84,3,3,hybrid,2525.182,329
200,3,113,4,3,hybrid,2534.622,328.8
200,3,141,5,3,hybrid,2661.628,329
200,3,169,6,3,hybrid,2552.304,328.8
200,3,197,7,3,hybrid,2691.42,329.2
200,3,226,8,3,hybrid,2569.27,329
200,3,254,9,3,hybrid,2705.132,329.2
20,2,0,0,4,hybrid,0.9851892,25.4
20,2,8,1,4,hybrid,1.643366,24.8
20,2,17,2,4,hybrid,1.286637,25
20,2,26,3,4,hybrid,1.395532,25.2
20,2,35,4,4,hybrid,1.901468,24.4
20,2,44,5,4,hybrid,1.265612,25.4
20,2,53,6,4,hybrid,1.767002,24.8
20,2,62,7,4,hybrid,1.2305746,25.2
20,2,71,8,4,hybrid,1.3065634,25.4
20,2,80,9,4,hybrid,1.663248,25.2
80,2,0,0,4,hybrid,3.566694,38
80,2,17,1,4,hybrid,3.499006,38.6
80,2,35,2,4,hybrid,4.424232,38
80,2,53,3,4,hybrid,4.71011,38
80,2,71,4,4,hybrid,4.604448,37.8
80,2,89,5,4,hybrid,4.280758,38.2
80,2,107,6,4,hybrid,6.021582,37.6
80,2,125,7,4,hybrid,5.820738,37.6
80,2,143,8,4,hybrid,5.118574,37.8
80,2,160,9,4,hybrid,5.155956,38.2
140,2,0,0,4,hybrid,6.664908,42.6
140,2,23,1,4,hybrid,8.050884,42.8
140,2,47,2,4,hybrid,8.018726,43.4
140,2,70,3,4,hybrid,7.723078,43.2
140,2,94,4,4,hybrid,7.166914,43.2
140,2,118,5,4,hybrid,8.820256,43.2
140,2,141,6,4,hybrid,9.964004,43
140,2,165,7,4,hybrid,8.73216,43.4
140,2,189,8,4,hybrid,9.719744,42.8
140,2,212,9,4,hybrid,7.260366,43.8
200,2,0,0,4,hybrid,6.14128,47.2
200,2,28,1,4,hybrid,8.96116,46.6
200,2,56,2,4,hybrid,6.994488,47
200,2,84,3,4,hybrid,6.948952,47
200,2,113,4,4,hybrid,5.933428,46.8
200,2,141,5,4,hybrid,6.87356,46.8
200,2,169,6,4,hybrid,6.322378,46.8
200,2,197,7,4,hybrid,9.465424,46.4
200,2,226,8,4,hybrid,10.410358,46.6
200,2,254,9,4,hybrid,14.816048,45.6
20,3,0,0,4,hybrid,19.01386,126.8
20,3,8,1,4,hybrid,18.085678,126.4
20,3,17,2,4,hybrid,21.140068,126.8
20,3,26,3,4,hybrid,19.690774,127
20,3,35,4,4,hybrid,25.86268,126
20,3,44,5,4,hybrid,20.861524,127
20,3,53,6,4,hybrid,28.81961,125.8
20,3,62,7,4,hybrid,21.452794,126.2
20,3,71,8,4,hybrid,20.411538,126.4
20,3,80,9,4,hybrid,29.230152,125.4
80,3,0,0,4,hybrid,256.8574,244.2
80,3,17,1,4,hybrid,265.9454,244.4
80,3,35,2,4,hybrid,279.4094,244.2
80,3,53,3,4,hybrid,285.0924,244.6
80,3,71,4,4,hybrid,270.389,244.4
80,3,89,5,4,hybrid,272.1556,244.4
80,3,107,6,4,hybrid,275.3968,244
80,3,125,7,4,hybrid,276.5612,245
80,3,143,8,4,hybrid,277.7886,244.2
80,3,160,9,4,hybrid,279.2742,244.2
140,3,0,0,4,hybrid,967.6018,298
140,3,23,1,4,hybrid,984.3472,298.2
140,3,47,2,4,hybrid,988.3398,298.4
140,3,70,3,4,hybrid,990.4714,298.2
140,3,94,4,4,hybrid,991.9682,298.2
140,3,118,5,4,hybrid,996.9778,297.6
140,3,141,6,4,hybrid,997.8032,298.4
140,3,165,7,4,hybrid,1005.1262,298.6
140,3,189,8,4,hybrid,1007.6192,298.2
140,3,212,9,4,hybrid,1009.2224,298.2
200,3,0,0,4,hybrid,2579.752,329
200,3,28,1,4,hybrid,2483.882,328.8
200,3,56,2,4,hybrid,2605.284,329
200,3,84,3,4,hybrid,2491.874,328.6
200,3,113,4,4,hybrid,2499.27,328.8
200,3,141,5,4,hybrid,2620.452,328.6
200,3,169,6,4,hybrid,2634.108,329
200,3,197,7,4,hybrid,2642.656,329
200,3,226,8,4,hybrid,2523.734,328.8
200,3,254,9,4,hybrid,2648.966,329
20,2,0,0,5,hybrid,1.6059656,24.6
20,2,8,1,5,hybrid,1.1198716,25.4
20,2,17,2,5,hybrid,1.8101506,25
20,2,26,3,5,hybrid,1.261103,25.4
20,2,35,4,5,hybrid,1.36335,25.4
20,2,44,5,5,hybrid,1.4895268,25
20,2,53,6,5,hybrid,1.7965488,25.2
20,2,62,7,5,hybrid,1.49515,25.2
20,2,71,8,5,hybrid,1.7477734,25
20,2,80,9,5,hybrid,1.51035,25
80,2,0,0,5,hybrid,4.41909,38
80,2,17,1,5,hybrid,4.492132,38
80,2,35,2,5,hybrid,5.641368,38.2
80,2,53,3,5,hybrid,4.636254,37.8
80,2,71,4,5,hybrid,5.844126,37.8
80,2,89,5,5,hybrid,3.94873,38.6
80,2,107,6,5,hybrid,4.351904,38.2
80,2,125,7,5,hybrid,6.122856,38
80,2,143,8,5,hybrid,5.273032,38.2
80,2,160,9,5,hybrid,4.947128,38.2
140,2,0,0,5,hybrid,7.05082,42.6
140,2,23,1,5,hybrid,9.101198,42.8
140,2,47,2,5,hybrid,9.833632,42.6
140,2,70,3,5,hybrid,8.003536,43.4
140,2,94,4,5,hybrid,9.898288,42.6
140,2,118,5,5,hybrid,8.648076,43.4
140,2,141,6,5,hybrid,8.691888,42.6
140,2,165,7,5,hybrid,8.708718,43.6
140,2,189,8,5,hybrid,9.132878,42.8
140,2,212,9,5,hybrid,10.08438,42.8
200,2,0,0,5,hybrid,5.939796,47
200,2,28,1,5,hybrid,7.23486,46.8
200,2,56,2,5,hybrid,9.318038,46.6
200,2,84,3,5,hybrid,10.75235,45.8
200,2,113,4,5,hybrid,5.975152,46.8
200,2,141,5,5,hybrid,8.910838,46.4
200,2,169,6,5,hybrid,4.968612,47.4
200,2,197,7,5,hybrid,6.742504,46.8
200,2,226,8,5,hybrid,8.199254,46.8
200,2,254,9,5,hybrid,7.47902,46.8
20,3,0,0,5,hybrid,26.25796,125.2
20,3,8,1,5,hybrid,23.75996,126
20,3,17,2,5,hybrid,19.028706,126.2
20,3,26,3,5,hybrid,21.87547,126.6
20,3,35,4,5,hybrid,30.07002,126
20,3,44,5,5,hybrid,22.949462,127
20,3,53,6,5,hybrid,25.058256,126.6
20,3,62,7,5,hybrid,20.235488,126.6
20,3,71,8,5,hybrid,25.21148,126.6
20,3,80,9,5,hybrid,26.64972,125.4
80,3,0,0,5,hybrid,259.2788,244.4
80,3,17,1,5,hybrid,269.0156,245.2
80,3,35,2,5,hybrid,269.3676,243.6
80,3,53,3,5,hybrid,271.6132,244.6
80,3,71,4,5,hybrid,272.875,244.2
80,3,89,5,5,hybrid,273.551,243.6
80,3,107,6,5,hybrid,275.324,244.2
80,3,125,7,5,hybrid,276.3862,244.2
80,3,143,8,5,hybrid,291.6044,244.4
80,3,160,9,5,hybrid,278.4198,244
140,3,0,0,5,hybrid,977.5942,297.8
140,3,23,1,5,hybrid,991.8574,298.4
140,3,47,2,5,hybrid,995.6848,298
140,3,70,3,5,hybrid,998.8678,298.4
140,3,94,4,5,hybrid,999.6768,298.4
140,3,118,5,5,hybrid,1001.9234,298.2
140,3,141,6,5,hybrid,1003.7884,298.2
140,3,165,7,5,hybrid,1007.2182,297.6
140,3,189,8,5,hybrid,1010.5998,298.2
140,3,212,9,5,hybrid,1013.4734,298.4
200,3,0,0,5,hybrid,2598.914,329
200,3,28,1,5,hybrid,2501.966,328.8
200,3,56,2,5,hybrid,2631.314,329.2
200,3,84,3,5,hybrid,2512.59,328.8
200,3,113,4,5,hybrid,2630.968,329
200,3,141,5,5,hybrid,2518.114,328.8
200,3,169,6,5,hybrid,2652.84,329.2
200,3,197,7,5,hybrid,2528.398,329
200,3,226,8,5,hybrid,2653.056,329
200,3,254,9,5,hybrid,2536.434,329.2
20,2,0,0,2,hybrid-fast,0.3,31.8
20,2,8,1,2,hybrid-fast,0.39,32
20,2,17,2,2,hybrid-fast,0.39,32
20,2,26,3,2,hybrid-fast,0.4,32
20,2,35,4,2,hybrid-fast,0.43,32
20,2,44,5,2,hybrid-fast,0.57,32.4
20,2,53,6,2,hybrid-fast,0.6,32.8
20,2,62,7,2,hybrid-fast,0.79,33.4
20,2,71,8,2,hybrid-fast,1.08,33.6
20,2,80,9,2,hybrid-fast,1.24,34.8
80,2,0,0,2,hybrid-fast,0.78,46.2
80,2,17,1,2,hybrid-fast,0.82,46.2
80,2,35,2,2,hybrid-fast,0.75,46
80,2,53,3,2,hybrid-fast,0.95,46.4
80,2,71,4,2,hybrid-fast,0.9,46.2
80,2,89,5,2,hybrid-fast,0.84,46
80,2,107,6,2,hybrid-fast,1.01,46.4
80,2,125,7,2,hybrid-fast,1.32,47.6
80,2,143,8,2,hybrid-fast,1.34,47
80,2,160,9,2,hybrid-fast,1.31,47.2
